"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period"
"2602","30-Jan","Add Extra Meat",31,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2603","30-Jan","Burrito Breakfast",94,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2604","30-Jan","Small French Omelet",59,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2605","30-Jan","Grand Slam Breakfast",9,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2606","30-Jan","Add Bacon",29,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2607","30-Jan","Two Eggs",11,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2608","30-Jan","Pancake Single",3,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2609","30-Jan","2 Slices Toast",2,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2610","30-Jan","PC Jelly",1,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2611","30-Jan","Burrito Bowl BYO",102,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2612","30-Jan","Single Taco",6,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2613","30-Jan","Side Guacamole",4,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2614","30-Jan","Add Extra Toppings Una Mano",1,"Mexican","Spring 2025","Control","Wrap","Modification","Satellite","Lunch"
"2615","30-Jan","Salad by the Pound",64,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2616","30-Jan","Add Extra Protein 3.99",4,"Salad Bar","Spring 2025","Control","Salad Bar","Modification","Satellite","Lunch"
"2617","30-Jan","8 oz Soup",39,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2618","30-Jan","Soup 12 oz",26,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2619","30-Jan","Egg Cheese Sausage Breakfast Sandwich",23,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2620","30-Jan","Egg Cheese Bacon Breakfast Sandwich",20,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2621","31-Jan","Quesadilla Deluxe Trillium",129,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2622","31-Jan","Grilled Hamburger",64,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2623","31-Jan","Burrito Una Mano Trillium BYO",60,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2624","31-Jan","Fried Chicken Tenders",60,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2625","31-Jan","French Fries",111,"Grill","Spring 2025","Control","Grill","Side","Treatment","Lunch"
"2626","31-Jan","Grilled Chicken Breast Sandwich",9,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2627","31-Jan","+ Beef Patty",21,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2628","31-Jan","Quesadilla Cheese",9,"Grill","Spring 2025","Control","Quesadilla","Main","Satellite","Lunch"
"2629","31-Jan","Trillium Grill Impossible Burger",6,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2630","31-Jan","Seared Salmon Burger",5,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2631","31-Jan","Side Potato Tots",13,"Grab N Go","Spring 2025","Control","Grab N Go","Side","Satellite","Lunch"
"2632","31-Jan","ADD Chicken Breast",4,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2633","31-Jan","ADD Cheese",17,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2634","31-Jan","Black Bean Burger",1,"Grill","Spring 2025","Control","Grill","Main","Treatment","Lunch"
"2635","31-Jan","Add Egg .99",5,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2636","31-Jan","Add Sausage 2 Patty",2,"Grill","Spring 2025","Control","Grill","Modification","Treatment","Lunch"
"2637","31-Jan","1 Entree + 1 Side",136,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2638","31-Jan","Bowl Ramen Chicken",71,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2639","31-Jan","1 Entree + 2 Side",62,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2640","31-Jan","2 Entrees + 2 Sides",22,"Asian","Spring 2025","Control","Wok","Main","Satellite","Lunch"
"2641","31-Jan","Bowl Ramen Tofu",13,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2642","31-Jan","Side White or Brown Rice",9,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2643","31-Jan","Side Vegetarian Lo Mein",3,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2644","31-Jan","Bowl Ramen Chicken",1,"Asian","Spring 2025","Control","Ramen","Main","Treatment","Lunch"
"2645","31-Jan","Side Vegetable Spring Rolls",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2646","31-Jan","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Control","Wok","Side","Satellite","Lunch"
"2647","31-Jan","Create Your Pasta Bowl MEAT",90,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2648","31-Jan","Pizza with Toppings",35,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2649","31-Jan","Pizza Cheese",18,"Italian","Spring 2025","Control","Pizza","Main","Satellite","Lunch"
"2650","31-Jan","Create Your Pasta Bowl VEG",8,"Italian","Spring 2025","Control","Pasta","Main","Satellite","Lunch"
"2651","31-Jan","Add Extra Meat",22,"Italian","Spring 2025","Control","Pasta","Modification","Satellite","Lunch"
"2652","31-Jan","Side Bread Pasta Station",1,"Italian","Spring 2025","Control","Pasta","Side","Satellite","Lunch"
"2653","31-Jan","Burrito Breakfast",74,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2654","31-Jan","Small French Omelet",46,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2655","31-Jan","Grand Slam Breakfast",8,"Breakfast","Spring 2025","Control","Breakfast","Main","Satellite","Breakfast"
"2656","31-Jan","Add Bacon",19,"Breakfast","Spring 2025","Control","Breakfast","Modification","Satellite","Breakfast"
"2657","31-Jan","Two Eggs",9,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2658","31-Jan","Pancake Single",4,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2659","31-Jan","Trillium Home Fries",3,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2660","31-Jan","2 Slices Toast",1,"Breakfast","Spring 2025","Control","Breakfast","Side","Satellite","Breakfast"
"2661","31-Jan","Burrito Bowl BYO",68,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2662","31-Jan","Single Taco",3,"Mexican","Spring 2025","Control","Wrap","Main","Satellite","Lunch"
"2663","31-Jan","Side Guacamole",4,"Mexican","Spring 2025","Control","Wrap","Side","Satellite","Lunch"
"2664","31-Jan","Add Extra Toppings Una Mano",2,"Mexican","Spring 2025","Control","Wrap","Modification","Satellite","Lunch"
"2665","31-Jan","8 oz Soup",37,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2666","31-Jan","Soup 12 oz",28,"Soup","Spring 2025","Control","Soup","Main","Satellite","Lunch"
"2667","31-Jan","Salad by the Pound",38,"Salad Bar","Spring 2025","Control","Salad Bar","Main","Satellite","Lunch"
"2668","31-Jan","Add Extra Protein 3.99",1,"Salad Bar","Spring 2025","Control","Salad Bar","Modification","Satellite","Lunch"
"2669","31-Jan","Egg Cheese Bacon Breakfast Sandwich",25,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2670","31-Jan","Egg Cheese Sausage Breakfast Sandwich",17,"Grab N Go","Spring 2025","Control","Grab N Go","Main","Satellite","Lunch"
"2671","3-Feb","Quesadilla Deluxe Trillium",192,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2672","3-Feb","Grilled Hamburger",90,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2673","3-Feb","Burrito Una Mano Trillium BYO",73,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2674","3-Feb","Fried Chicken Tenders",73,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Side","Satellite","Lunch"
"2675","3-Feb","French Fries",128,"Grill","Spring 2025","Multimodal","Grill","Side","Treatment","Lunch"
"2676","3-Feb","Grilled Chicken Breast Sandwich",15,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2677","3-Feb","Trillium Grill Impossible Burger",12,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2678","3-Feb","Quesadilla Cheese",15,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2679","3-Feb","Seared Salmon Burger",8,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2680","3-Feb","Sweet Potato Fries",20,"Grill","Spring 2025","Multimodal","Grill","Side","Treatment","Lunch"
"2681","3-Feb","+ Beef Patty",13,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2682","3-Feb","Side Potato Tots",15,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Side","Satellite","Lunch"
"2683","3-Feb","ADD Chicken Breast",6,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2684","3-Feb","Add Sausage 2 Patty",5,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2685","3-Feb","ADD Cheese",12,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2686","3-Feb","Add Egg .99",3,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2687","3-Feb","1 Entree + 1 Side",181,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2688","3-Feb","1 Entree + 2 Side",103,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2689","3-Feb","Bowl Ramen Chicken",81,"Asian","Spring 2025","Multimodal","Ramen","Main","Treatment","Lunch"
"2690","3-Feb","2 Entrees + 2 Sides",29,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2691","3-Feb","Bowl Ramen Tofu",12,"Asian","Spring 2025","Multimodal","Ramen","Main","Treatment","Lunch"
"2692","3-Feb","1 Wok Entree",8,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2693","3-Feb","Side Vegetarian Lo Mein",8,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2694","3-Feb","Side White or Brown Rice",10,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2695","3-Feb","Side Vegetable Spring Rolls",3,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2696","3-Feb","Side Vegetables",1,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2697","3-Feb","Side Vegetarian Fried Rice with",1,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2698","3-Feb","Create Your Pasta Bowl MEAT",140,"Italian","Spring 2025","Multimodal","Pasta","Main","Satellite","Lunch"
"2699","3-Feb","Pizza with Toppings",39,"Italian","Spring 2025","Multimodal","Pizza","Main","Satellite","Lunch"
"2700","3-Feb","Create Your Pasta Bowl VEG",18,"Italian","Spring 2025","Multimodal","Pasta","Main","Satellite","Lunch"
"2701","3-Feb","Add Extra Meat",36,"Italian","Spring 2025","Multimodal","Pasta","Modification","Satellite","Lunch"
"2702","3-Feb","Pizza Cheese",16,"Italian","Spring 2025","Multimodal","Pizza","Main","Satellite","Lunch"
"2703","3-Feb","Side Bread Pasta Station",1,"Italian","Spring 2025","Multimodal","Pasta","Side","Satellite","Lunch"
"2704","3-Feb","Burrito Breakfast",85,"Breakfast","Spring 2025","Multimodal","Breakfast","Main","Satellite","Breakfast"
"2705","3-Feb","Small French Omelet",66,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2706","3-Feb","Grand Slam Breakfast",7,"Breakfast","Spring 2025","Multimodal","Breakfast","Main","Satellite","Breakfast"
"2707","3-Feb","Add Bacon",30,"Breakfast","Spring 2025","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"2708","3-Feb","Two Eggs",27,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2709","3-Feb","Trillium Home Fries",5,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2710","3-Feb","Pancake Single",1,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2711","3-Feb","2 Slices Toast",2,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2712","3-Feb","PC Peanut Butter",2,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2713","3-Feb","Toast",1,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2714","3-Feb","Burrito Bowl BYO",110,"Mexican","Spring 2025","Multimodal","Wrap","Main","Satellite","Lunch"
"2715","3-Feb","Single Taco",4,"Mexican","Spring 2025","Multimodal","Wrap","Main","Satellite","Lunch"
"2716","3-Feb","Side Guacamole",1,"Mexican","Spring 2025","Multimodal","Wrap","Side","Satellite","Lunch"
"2717","3-Feb","Salad by the Pound",64,"Salad Bar","Spring 2025","Multimodal","Salad Bar","Main","Satellite","Lunch"
"2718","3-Feb","Add Extra Protein 3.99",3,"Salad Bar","Spring 2025","Multimodal","Salad Bar","Modification","Satellite","Lunch"
"2719","3-Feb","8 oz Soup",56,"Soup","Spring 2025","Multimodal","Soup","Main","Satellite","Lunch"
"2720","3-Feb","Soup 12 oz",38,"Soup","Spring 2025","Multimodal","Soup","Main","Satellite","Lunch"
"2721","3-Feb","Egg Cheese Bacon Breakfast Sandwich",24,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Main","Satellite","Lunch"
"2722","3-Feb","Egg Cheese Sausage Breakfast Sandwich",19,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Main","Satellite","Lunch"
"2723","4-Feb","Quesadilla Deluxe Trillium",196,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2724","4-Feb","Grilled Hamburger",108,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2725","4-Feb","Fried Chicken Tenders",107,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Side","Satellite","Lunch"
"2726","4-Feb","Burrito Una Mano Trillium BYO",75,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2727","4-Feb","French Fries",130,"Grill","Spring 2025","Multimodal","Grill","Side","Treatment","Lunch"
"2728","4-Feb","Grilled Chicken Breast Sandwich",19,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2729","4-Feb","Sweet Potato Fries",45,"Grill","Spring 2025","Multimodal","Grill","Side","Treatment","Lunch"
"2730","4-Feb","+ Beef Patty",21,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2731","4-Feb","Quesadilla Cheese",8,"Grill","Spring 2025","Multimodal","Quesadilla","Main","Satellite","Lunch"
"2732","4-Feb","Seared Salmon Burger",7,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2733","4-Feb","Side Potato Tots",16,"Grab N Go","Spring 2025","Multimodal","Grab N Go","Side","Satellite","Lunch"
"2734","4-Feb","ADD Chicken Breast",8,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2735","4-Feb","Black Bean Burger",3,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2736","4-Feb","Trillium Grill Impossible Burger",2,"Grill","Spring 2025","Multimodal","Grill","Main","Treatment","Lunch"
"2737","4-Feb","Add Sausage 2 Patty",5,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2738","4-Feb","ADD Cheese",16,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2739","4-Feb","Add Egg .99",7,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2740","4-Feb","ADD Burger Salmon Grilled",1,"Grill","Spring 2025","Multimodal","Grill","Modification","Treatment","Lunch"
"2741","4-Feb","1 Entree + 1 Side",213,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2742","4-Feb","1 Entree + 2 Side",82,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2743","4-Feb","Bowl Ramen Chicken",86,"Asian","Spring 2025","Multimodal","Ramen","Main","Treatment","Lunch"
"2744","4-Feb","2 Entrees + 2 Sides",34,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2745","4-Feb","Bowl Ramen Tofu",25,"Asian","Spring 2025","Multimodal","Ramen","Main","Treatment","Lunch"
"2746","4-Feb","1 Wok Entree",8,"Asian","Spring 2025","Multimodal","Wok","Main","Satellite","Lunch"
"2747","4-Feb","Side Vegetarian Lo Mein",7,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2748","4-Feb","Side White or Brown Rice",9,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2749","4-Feb","Side Vegetables",3,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2750","4-Feb","Side Vegetarian Fried Rice with",3,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2751","4-Feb","Side Vegetable Spring Rolls",1,"Asian","Spring 2025","Multimodal","Wok","Side","Satellite","Lunch"
"2752","4-Feb","Create Your Pasta Bowl MEAT",101,"Italian","Spring 2025","Multimodal","Pasta","Main","Satellite","Lunch"
"2753","4-Feb","Pizza with Toppings",52,"Italian","Spring 2025","Multimodal","Pizza","Main","Satellite","Lunch"
"2754","4-Feb","Create Your Pasta Bowl VEG",24,"Italian","Spring 2025","Multimodal","Pasta","Main","Satellite","Lunch"
"2755","4-Feb","Pizza Cheese",20,"Italian","Spring 2025","Multimodal","Pizza","Main","Satellite","Lunch"
"2756","4-Feb","Add Extra Meat",17,"Italian","Spring 2025","Multimodal","Pasta","Modification","Satellite","Lunch"
"2757","4-Feb","Side Bread Pasta Station",2,"Italian","Spring 2025","Multimodal","Pasta","Side","Satellite","Lunch"
"2758","4-Feb","Burrito Breakfast",96,"Breakfast","Spring 2025","Multimodal","Breakfast","Main","Satellite","Breakfast"
"2759","4-Feb","Small French Omelet",52,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2760","4-Feb","Grand Slam Breakfast",14,"Breakfast","Spring 2025","Multimodal","Breakfast","Main","Satellite","Breakfast"
"2761","4-Feb","Add Bacon",26,"Breakfast","Spring 2025","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"2762","4-Feb","Two Eggs",15,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2763","4-Feb","Pancake Single",4,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
"2764","4-Feb","Trillium Home Fries",3,"Breakfast","Spring 2025","Multimodal","Breakfast","Side","Satellite","Breakfast"
